Title,Date
"Buffy the Vampire Slayer: Season 1: The Harvest","10/25/15"
"Buffy the Vampire Slayer: Season 1: Welcome to the Hellmouth","10/25/15"
"Ip Man 2","10/17/15"
"Kickboxer","10/17/15"
"House, M.D.: Season 5: Lucky Thirteen","10/17/15"
"House, M.D.: Season 5: Birthmarks","10/16/15"
"House, M.D.: Season 5: Adverse Events","10/16/15"
"House, M.D.: Season 5: Not Cancer","10/16/15"
"The Hunger Games: Mockingjay - Part 1","9/30/15"
"Warrior","9/13/15"
"Limitless","9/5/15"
"Silent Hill: Revelation","9/3/15"
"The True Cost","9/2/15"
"The Unbelievers","8/16/15"
"The Hobbit: The Desolation of Smaug","8/5/15"
"Sin City: A Dame to Kill For","8/4/15"
"Orange Is the New Black: Season 1: The Chickening","7/26/15"
"Orange Is the New Black: Season 1: Imaginary Enemies","7/26/15"
"Orange Is the New Black: Season 1: Lesbian Request Denied","7/26/15"
"Orange Is the New Black: Season 1: Tit Punch","7/26/15"
"Flight","7/26/15"
"Abduction","7/26/15"
"Mr. & Mrs. Smith","7/26/15"
"Ninja 2 - Shadow of a Tear","7/25/15"
"Mission: Impossible II","7/25/15"
"Sense8: Season 1: I Can’t Leave Her","7/25/15"
"Sense8: Season 1: Just Turn the Wheel and the Future Changes","7/25/15"
"Sense8: Season 1: What Is Human?","7/25/15"
"Sense8: Season 1: Death Doesn’t Let You Say Goodbye","7/23/15"
"Sense8: Season 1: We Will All Be Judged by the Courage of Our Hearts","7/22/15"
"Sense8: Season 1: W. W. N. Double D?","7/22/15"
"Sense8: Season 1: Demons","7/22/15"
"Sense8: Season 1: Art Is Like Religion","7/15/15"
"Sense8: Season 1: What’s Going On?","7/14/15"
"Sense8: Season 1: Smart Money Is on the Skinny Bitch","7/13/15"
"Sense8: Season 1: I Am Also a We","7/11/15"
"Sense8: Season 1: Limbic Resonance","7/11/15"
"Punisher: War Zone","7/10/15"
"House of Cards: Season 3: Chapter 39","7/9/15"
"House of Cards: Season 3: Chapter 38","6/29/15"
"House of Cards: Season 3: Chapter 37","6/29/15"
"Elektra","6/28/15"
"House of Cards: Season 3: Chapter 36","6/15/15"
"House of Cards: Season 3: Chapter 35","6/14/15"
"House of Cards: Season 3: Chapter 34","6/14/15"
"House of Cards: Season 3: Chapter 33","6/11/15"
"House of Cards: Season 3: Chapter 32","6/3/15"
"House of Cards: Season 3: Chapter 31","6/2/15"
"House of Cards: Season 3: Chapter 30","6/1/15"
"House of Cards: Season 3: Chapter 29","5/31/15"
"House of Cards: Season 3: Chapter 28","5/30/15"
"House of Cards: Season 3: Chapter 27","5/28/15"
"House of Cards: Season 2: Chapter 26","5/28/15"
"House of Cards: Season 2: Chapter 25","5/27/15"
"House of Cards: Season 2: Chapter 24","5/27/15"
"House of Cards: Season 2: Chapter 23","5/27/15"
"House of Cards: Season 2: Chapter 22","5/25/15"
"House of Cards: Season 2: Chapter 21","5/25/15"
"The Twilight Saga: Eclipse","5/21/15"
"Family Guy: Season 9: Friends of Peter G","5/17/15"
"House of Cards: Season 2: Chapter 20","5/7/15"
"House of Cards: Season 2: Chapter 19","5/5/15"
"House of Cards: Season 2: Chapter 18","5/5/15"
"House of Cards: Season 2: Chapter 17","5/4/15"
"House of Cards: Season 2: Chapter 16","5/4/15"
"House of Cards: Season 2: Chapter 15","4/27/15"
"House of Cards: Season 2: Chapter 14","4/27/15"
"House of Cards: Season 1: Chapter 13","4/26/15"
"House of Cards: Season 1: Chapter 12","4/26/15"
"House of Cards: Season 1: Chapter 11","4/23/15"
"House of Cards: Season 1: Chapter 10","4/22/15"
"House of Cards: Season 1: Chapter 9","4/21/15"
"House of Cards: Season 1: Chapter 7","4/19/15"
"Marvel's Daredevil: Season 1: Daredevil","4/19/15"
"Marvel's Daredevil: Season 1: The Ones We Leave Behind","4/19/15"
"Marvel's Daredevil: Season 1: The Path of the Righteous","4/19/15"
"Marvel's Daredevil: Season 1: Nelson v. Murdock","4/18/15"
"Marvel's Daredevil: Season 1: Speak of the Devil","4/18/15"
"Marvel's Daredevil: Season 1: Shadows in the Glass","4/18/15"
"Marvel's Daredevil: Season 1: Stick","4/18/15"
"Marvel's Daredevil: Season 1: Condemned","4/18/15"
"Marvel's Daredevil: Season 1: World on Fire","4/17/15"
"Nymphomaniac: Volume 1","1/31/15"
"Family Guy: Season 8: Dog Gone","1/21/15"
"Family Guy: Season 8: Family Goy","1/21/15"
"The King of the Streets","1/19/15"
"Rurouni Kenshin: Origins","1/14/15"
"Skyfall","1/3/15"
"13 Assassins","1/1/15"
"The Walking Dead: Season 1: Days Gone Bye","10/24/14"
"The Walking Dead: Season 4: A","10/24/14"
"The Walking Dead: Season 4: Us","10/24/14"
"Monty Python's The Meaning of Life","10/12/14"
"Mugamoodi","10/12/14"
"Carrie","10/12/14"
"American Horror Story: Asylum: Madness Ends","10/12/14"
"American Horror Story: Asylum: Continuum","10/4/14"
"American Horror Story: Asylum: Spilt Milk","10/4/14"
"American Horror Story: Asylum: The Name Game","10/4/14"
"American Horror Story: Asylum: The Coat Hanger","10/4/14"
"American Horror Story: Asylum: Unholy Night","10/2/14"
"American Horror Story: Asylum: Dark Cousin","10/2/14"
"Vikings: Season 1: Raid","7/4/14"
"Vikings: Season 1: Trial","6/30/14"
"Vikings: Season 1: Dispossessed","6/30/14"
"Vikings: Season 1: Wrath of the Northmen","6/25/14"
"Vikings: Season 1: Rites of Passage","6/23/14"
"Dark Assassin","6/21/14"
"Orange Is the New Black: Season 2: We Have Manners. We're Polite.","6/21/14"
"Orange Is the New Black: Season 2: It Was the Change","6/17/14"
"Orange Is the New Black: Season 2: Take a Break From Your Values","6/15/14"
"Orange Is the New Black: Season 2: Little Mustachioed Sh*t","6/14/14"
"Orange Is the New Black: Season 2: 40 Oz. of Furlough","6/14/14"
"Orange Is the New Black: Season 2: Appropriately Sized Pots","6/14/14"
"Orange Is the New Black: Season 2: Comic Sans","6/13/14"
"Orange Is the New Black: Season 2: You Also Have a Pizza","6/13/14"
"Orange Is the New Black: Season 2: Low Self Esteem City","6/10/14"
"Orange Is the New Black: Season 2: A Whole Other Hole","6/10/14"
"Orange Is the New Black: Season 2: Hugs Can Be Deceiving","6/8/14"
"Orange Is the New Black: Season 2: Looks Blue, Tastes Red","6/8/14"
"Orange Is the New Black: Season 2: Thirsty Bird","6/8/14"
"Dancing Ninja","5/29/14"
"The Curse of the Dragon","5/25/14"
"Danilo Gentili: Vol. 1","5/25/14"
"The Wave","5/18/14"
"Behind the Bars with Alex","5/17/14"
"The Green Hornet","5/17/14"
"The Way Steve Jobs Has Changed the World","5/6/14"
"Family Guy: Season 8: Spies Reminiscent of Us","5/5/14"
"Fábio Porchat: Fora do Normal","5/4/14"
"Driven to Kill","5/4/14"
"Ninja","5/2/14"
"Elvira, Mistress of the Dark","4/27/14"
"From Dusk Till Dawn: Season 1: Blood Runs Thick","4/23/14"
"The Goonies","4/18/14"
"Larica Total: Season 3: Sente Esse Joelho","4/18/14"
"Larica Total: Season 3: Volta de Novo","4/18/14"
"From Dusk Till Dawn: Season 1: Let's Get Ramblin'","4/17/14"
"From Dusk Till Dawn: Season 1: Mistress","4/17/14"
"From Dusk Till Dawn: Season 1: Pilot","4/16/14"
"Orange Is the New Black: Season 1: Can't Fix Crazy","4/13/14"
"Orange Is the New Black: Season 1: Fool Me Once","4/9/14"
"Orange Is the New Black: Season 1: Tall Men with Feelings","4/8/14"
"Orange Is the New Black: Season 1: Bora Bora Bora","4/7/14"
"Orange Is the New Black: Season 1: F*cksgiving","4/6/14"
"Orange Is the New Black: Season 1: Moscow Mule","4/3/14"
"Orange Is the New Black: Season 1: Blood Donut","3/29/14"
"Orange Is the New Black: Season 1: WAC Pack","3/27/14"
"Family Guy: Season 8: Hannah Banana","2/14/14"
"Mr. Bean: Mr Bean Live Action: Season 1: Mr. Bean Goes to Town","2/14/14"
"From Hell","2/5/14"
"Eyes Wide Shut","1/4/14"
"The Karate Kid","12/13/13"
"Life: Challenges of Life","11/29/13"
"How to Lose a Guy in 10 Days","11/17/13"
"WALL-E","11/2/13"
"The Legend of Bruce Lee: Season 1: Episode 16","10/2/13"
"The Legend of Bruce Lee: Season 1: Episode 15","10/2/13"
"The Legend of Bruce Lee: Season 1: Episode 14","9/28/13"
"To Rome With Love","9/22/13"
"The Legend of Bruce Lee: Season 1: Episode 13","9/14/13"
"The Legend of Bruce Lee: Season 1: Episode 12","9/14/13"
"Bruce Lee: In His Own Words","9/13/13"
"RoboCop 2","9/4/13"
"Mr. Bean: Mr Bean Live Action: Season 1: The Curse of Mr. Bean","8/26/13"
"Mr. Bean: Mr Bean Live Action: Season 1: The Return of Mr. Bean","8/26/13"
"Mr. Bean: Mr Bean Live Action: Season 1: Mr. Bean","8/24/13"
"The Godfather: Part II","8/20/13"
"The Godfather","8/17/13"
"The Peacemaker","8/11/13"
"White Chicks","8/10/13"
"RED","8/7/13"
"Twin Peaks: Season 1: Pilot","7/22/13"
"Mad Men: Season 1: Smoke Gets in Your Eyes","7/16/13"
"Planet Earth: Season 1: From Pole to Pole","7/9/13"
"Up","7/8/13"
"X-Men: Vol. 1: Enter Magneto","7/7/13"
"X-Men: Vol. 1: Night of the Sentinels: Part 2","7/7/13"
"X-Men: Vol. 1: Night of the Sentinels: Part 1","6/23/13"
"American Beauty","6/5/13"
"Azumi","5/31/13"
"Dexter: Season 5: The Big One","4/8/13"
"Dexter: Season 5: Hop a Freighter","4/8/13"
"Dexter: Season 5: In the Beginning","4/8/13"
"Dexter: Season 5: Teenage Wasteland","4/6/13"
"Dexter: Season 5: Take It!","4/6/13"
"Dexter: Season 5: Circle Us","4/5/13"
"Dexter: Season 5: Everything is Illumenated","4/5/13"
"Dexter: Season 5: First Blood","4/4/13"
"Dexter: Season 5: Beauty and the Beast","4/4/13"
"Dexter: Season 5: Practically Perfect","4/3/13"
"Dexter: Season 5: Hello, Bandit","4/2/13"
"Dexter: Season 5: My Bad","4/1/13"
"Dexter: Season 4: The Getaway","4/1/13"
"Dexter: Season 4: Hello, Dexter Morgan","4/1/13"
"Dexter: Season 4: Lost Boys","3/29/13"
"Dexter: Season 4: Hungry Man","3/29/13"
"Dexter: Season 4: Road Kill","3/28/13"
"Dexter: Season 4: Slack Tide","3/27/13"
"Dexter: Season 4: If I Had a Hammer","3/27/13"
"Dexter: Season 4: Dirty Harry","3/24/13"
"Dexter: Season 4: Dex Takes a Holiday","3/24/13"
"Dexter: Season 4: Remains to be Seen","3/22/13"
"Dexter: Season 4: Blinded by the Light","3/22/13"
"Dexter: Season 4: Living the Dream","3/22/13"
"Dexter: Season 3: Do You Take Dexter Morgan?","3/20/13"
"Dexter: Season 3: I Had a Dream","3/20/13"
"Dexter: Season 3: Go Your Own Way","3/20/13"
"Dexter: Season 3: About Last Night","3/18/13"
"Dexter: Season 3: The Damage a Man Can Do","3/18/13"
"Dexter: Season 3: Easy as Pie","3/18/13"
"Dexter: Season 3: Si Se Puede","3/18/13"
"Dexter: Season 3: Turning Biminese","3/15/13"
"Dexter: Season 3: All in the Family","3/14/13"
"Dexter: Season 3: The Lion Sleeps Tonight","3/12/13"
"Dexter: Season 3: Finding Freebo","3/12/13"
"Dexter: Season 3: Our Father","3/6/13"
"Dexter: Season 2: The British Invasion","3/5/13"
"Dexter: Season 2: Left Turn Ahead","3/5/13"
"Dexter: Season 2: There's Something About Harry","3/5/13"
"Dexter: Season 2: Resistance Is Futile","3/4/13"
"Dexter: Season 2: Morning Comes","3/4/13"
"Dexter: Season 2: That Night, a Forest Grew","3/4/13"
"Dexter: Season 2: Dex, Lies and Videotape","3/2/13"
"Dexter: Season 2: The Dark Defender","3/2/13"
"Dexter: Season 2: See-Through","3/2/13"
"Dexter: Season 2: An Inconvenient Lie","2/25/13"
"Dexter: Season 2: Waiting to Exhale","2/25/13"
"Dexter: Season 2: It's Alive","2/25/13"
"Dexter: Season 1: Born Free","2/21/13"
"Dexter: Season 1: Truth Be Told","2/21/13"
"Dexter: Season 1: Seeing Red","2/21/13"
"Dexter: Season 1: Father Knows Best","2/20/13"
"Dexter: Season 1: Shrink Wrap","2/20/13"
"Dexter: Season 1: Circle of Friends","2/20/13"
"Dexter: Season 1: Return to Sender","2/19/13"
"Dexter: Season 1: Love American Style","2/18/13"
"Dexter: Season 1: Let's Give the Boy a Hand","2/18/13"
"Dexter: Season 1: Popping Cherry","2/18/13"
"Dexter: Season 1: Crocodile","2/18/13"
"Dexter: Season 1: Dexter","2/17/13"
"Wild Hogs","2/17/13"
"El Chavo: El Libro de Animales","1/26/13"
"City of God","1/18/13"
"Scarface","1/5/13"
"Starsky & Hutch","12/23/12"
"The Incredibles","12/14/12"
"El Chavo: Examen de Admisión","12/9/12"
"Galinha Pintadinha: 1ª temporada: Volume 1","12/9/12"
"Shame","12/7/12"
"Vanilla Sky","12/2/12"
"Bruce Lee: A Warrior's Journey","11/21/12"
"The Legend of Bruce Lee: Season 1: Episode 50","11/21/12"
"Despicable Me","11/15/12"
"The Karate Kid Part II","11/14/12"
"The Legend of Bruce Lee: Season 1: Episode 49","11/13/12"
"Toy Story 2","11/10/12"
"The Exorcism of Emily Rose","11/9/12"
"The Legend of Bruce Lee: Season 1: Episode 48","11/8/12"
"The Legend of Bruce Lee: Season 1: Episode 47","11/6/12"
"The Legend of Bruce Lee: Season 1: Episode 11","11/6/12"
"88 Minutes","10/21/12"
"Broken Embraces","10/19/12"
"VIPs: Historias Reales de un Mentiroso","10/6/12"
"The Addams Family","10/6/12"
"Cry-Baby","10/6/12"
"Gates of Hell","10/1/12"
"Aladdin","9/10/12"
"Scent of a Woman","8/26/12"
"El Chapulin Colorado: El hombre invisible es tan antipatico que nadie lo puede ver","8/25/12"
"Rafinha apresenta 1","8/11/12"
"Chocolat","8/11/12"
"The Legend of Bruce Lee: Season 1: Episode 10","7/27/12"
"TEDTalks: Rebel Design: Rebel Design: Stefan Sagmeister: Seven Rules for Making More Happiness","7/18/12"
"Lock, Stock and Two Smoking Barrels","7/15/12"
"In Search of History: Voodoo Secrets","7/15/12"
"TEDTalks: Brave Neuro World: Brave Neuro World: Pawan Sinha on How Brains Learn to See","7/10/12"
"TEDTalks: Brave Neuro World: Brave Neuro World: Rebecca Saxe: How We Read Each Other's Minds","7/10/12"
"Sleepy Hollow","6/12/12"
"Smoke","6/10/12"
"The Libertine","6/2/12"
"The Legend of Bruce Lee: Season 1: Episode 9","6/1/12"
"The Karate Kid Part III","6/1/12"
"Jackie Brown","5/4/12"
"The Legend of Bruce Lee: Season 1: Episode 8","4/24/12"
"The Legend of Bruce Lee: Season 1: Episode 7","4/19/12"
"The Legend of Bruce Lee: Season 1: Episode 6","4/19/12"
"The Legend of Bruce Lee: Season 1: Episode 5","4/18/12"
"The Legend of Bruce Lee: Season 1: Episode 4","4/18/12"
"The Legend of Bruce Lee: Season 1: Episode 3","4/18/12"
"Spaceballs","4/15/12"
"Donnie Darko","4/15/12"
"The Legend of Bruce Lee: Season 1: Episode 2","4/12/12"
"The Legend of Bruce Lee: Season 1: Episode 1","4/12/12"
"Being John Malkovich","4/8/12"
"Reservoir Dogs","4/8/12"
"The Amityville Horror","4/8/12"
"El Chavo: Rateros Torpes los Globos","4/6/12"
"Gone in 60 Seconds","4/5/12"
"Dungeons & Dragons","4/1/12"
"The Big One","3/22/12"
"The Next Karate Kid","3/10/12"
"The Karate Kid","3/7/12"
"Dirty Pretty Things","3/4/12"
"Æon Flux","3/4/12"
"Airplane II: The Sequel","2/24/12"
"The Thing","2/24/12"
"Swamp Thing","2/24/12"
"Cube","2/23/12"
"Back to the Future Part II","2/23/12"
"La Femme Nikita","2/22/12"
"The Crow: City of Angels","2/21/12"
